density	radius_of_gyration	surface_area_to_volume_ratio	sphericity	euler_characteristic	inradius	circumradius	hydrodynamic_radius	sequence_length	avg_plddt	hull_presence
0.49793627851260946	25.065738677978516	0.09663711135383486	0.9008537129919203	2.0	27.196298599243164	50.72978591918945	34.4606164562492	1440.0	84.06373007712084	1.0
0.22127405008120096	38.06937789916992	0.12393323191070822	0.7593360254674951	2.0	28.477825164794922	80.90399932861328	31.878617194545452	528.0	87.66342163355408	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.5640947583096095	31.917028427124023	0.09275151274202259	0.8558142476768502	2.0	27.06878089904785	73.83677673339844	37.793815690703525	2205.0	77.46253173241853	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.9219382282768871	18.9224796295166	0.1285745852853595	0.9438001932078485	2.0	20.640853881835938	32.754581451416016	24.722139951013247	1026.0	97.80373223635003	1.0
0.18641865449833192	39.107295989990234	0.058676241077404885	0.9318051356173658	2.0	44.03647994995117	72.62255859375	54.869862356298846	2193.0	73.25772719551554	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.23437631976520593	35.534481048583984	0.07606902736231379	0.868258107185583	2.0	34.77029800415039	73.41219329833984	45.42182129441211	1656.0	71.94595668729177	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.21570560613932624	39.126651763916016	0.060635330290819876	0.8983024142429569	2.0	50.019474029541016	85.10496520996094	55.077337810007705	2619.0	68.65861736334405	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.9309482098037004	16.130481719970703	0.17617315539640455	0.8959381668431359	2.0	15.467706680297852	29.7195987701416	19.006558377921866	459.0	91.54075102040817	1.0
0.17915567163246768	38.435279846191406	0.054227900508681204	0.9309531653778436	2.0	54.794677734375	77.91256713867188	59.42519714638679	2736.0	74.24695074167366	1.0
0.31178763449069097	44.018798828125	0.06301994833972309	0.8746088755911855	2.0	44.83381271362305	93.65152740478516	54.42887170513825	3612.0	82.55396841995191	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.4880074494260491	32.775848388671875	0.11893136257223658	0.8284267844543337	2.0	23.723012924194336	65.79729461669922	30.448838327951087	1005.0	88.48615647550322	2.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.3117510864218532	33.497005462646484	0.06876001936004672	0.9208667953905918	2.0	37.669578552246094	68.72145080566406	47.379279376718884	2445.0	87.13588049320266	4.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.10440018824026914	44.45097351074219	0.05905851237768026	0.9293090537985202	2.0	43.75056457519531	75.58578491210938	54.66112717407143	1320.0	61.382387649036986	1.0
0.2664898560773528	35.881778717041016	0.12845199852773703	0.7493425597352668	2.0	26.010066986083984	63.82500076293945	31.167358003619974	597.0	83.17388059701493	3.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.6915048525489279	18.123918533325195	0.14489752622335292	0.8942098273620637	2.0	16.629362106323242	45.026954650878906	23.153723638160617	633.0	93.88917073170732	2.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.17455605379369518	64.01185607910156	0.05490905621810707	0.8208120116256267	2.0	58.09706115722656	158.65304565429688	66.56310499101524	3696.0	72.17122317596566	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.2573660978438195	41.004024505615234	0.17817039416939143	0.6480177688140696	2.0	27.656307220458984	78.10381317138672	25.983568738091087	318.0	80.22151972157772	2.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.43657416025763196	32.90673828125	0.0996659483353176	0.8235504824287969	2.0	26.116708755493164	79.38606262207031	36.54973439422319	1563.0	85.6837321867322	3.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.24907587603460968	34.370243072509766	0.07821300531888249	0.8547525229945224	2.0	38.90650177001953	79.60459899902344	44.8747342252725	1644.0	81.78488247614615	6.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.1514768584623318	40.68791580200195	0.08063522401336795	0.8546945844850101	2.0	36.9766845703125	79.64154815673828	43.52968312585588	924.0	65.90505684210527	1.0
0.5659604086454533	25.30181884765625	0.10029464336395022	0.9136508906875582	2.0	26.808713912963867	45.88170623779297	32.73883599819384	1434.0	81.58234003172925	1.0
0.1271070482078549	42.98230743408203	0.09989539760764873	0.781105693833612	2.0	28.955562591552734	84.67879486083984	38.44731105423956	585.0	55.69790510948906	2.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0933416338360268	52.6528434753418	0.04508083585329557	0.9441208670796918	2.0	63.08311462402344	92.8879165649414	70.48581056417021	2262.0	57.68045037799582	1.0
0.4214489221779465	31.803096771240234	0.08031888381171136	0.8864515851740875	2.0	30.21515655517578	76.20440673828125	42.13554050103581	2316.0	71.63772252610642	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.14551901688507246	53.00149154663086	0.048805870260793104	0.914972402643138	2.0	54.40273666381836	100.41170501708984	67.18018547210205	3198.0	63.32355274160793	1.0
0.1901701939125705	84.81526184082031	0.1478956602032478	0.5677894178684452	2.0	14.524438858032227	142.38076782226562	35.725517641776726	615.0	88.938749244713	10.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.8426748156086404	18.9932918548584	0.13329895102788897	0.9222695353186222	2.0	19.52142333984375	36.36631393432617	24.402631387801446	891.0	95.7923080204778	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.1341908371188874	47.252235412597656	0.0662349890053943	0.8764446558692353	2.0	41.526153564453125	82.90326690673828	51.67842734154854	1395.0	65.82724731789949	1.0
0.27731892746919384	33.51025390625	0.08222058089327859	0.8471108990718237	2.0	28.714948654174805	83.65951538085938	43.07253617940344	1626.0	76.14459933617829	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0747621358687328	59.50826644897461	0.042968342134132885	0.9318556707919161	2.0	65.39630126953125	101.63484191894531	74.92452612309499	2277.0	51.95457386363636	1.0
0.2056394281804051	43.49317932128906	0.05376324180526137	0.9160524274533395	2.0	53.08343505859375	81.90711975097656	60.913769696617535	3387.0	74.34765517241381	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.2833266439666779	29.992351531982422	0.10976799651020971	0.7937420534383949	2.0	28.0192813873291	69.81668090820312	34.43230739394797	846.0	75.82465063520871	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.16932961650053022	40.707008361816406	0.07539280670598196	0.8881526682002495	2.0	37.37977981567383	74.80081939697266	44.80265164093117	1083.0	75.39399038461538	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.46987627241545177	46.88014221191406	0.07356182640903133	0.8429691109065641	2.0	38.130619049072266	97.14996337890625	48.379022623785254	3786.0	88.87275397917075	2.0
0.1522115461067824	43.46392059326172	0.05196229188092995	0.937927771312148	2.0	54.6988639831543	87.50148010253906	61.55503200641631	2538.0	67.71425162050679	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.5540940655109695	33.948524475097656	0.08031709779166202	0.9149988328700486	2.0	32.55318069458008	61.075035095214844	40.821852343787135	2694.0	92.29611699164347	1.0
0.3421033660250241	35.4725341796875	0.07668894583701959	0.921516999245614	2.0	39.29811096191406	58.4468879699707	42.450727330003126	1917.0	71.32940693247846	1.0
0.291152230261443	47.162689208984375	0.07705911302797165	0.769267490771343	2.0	41.27336120605469	129.941650390625	50.60808095806976	2706.0	76.98285357737106	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.3906698988458842	26.253549575805664	0.17850596618128886	0.7199106671451908	2.0	13.85367488861084	63.366519927978516	23.34478668978729	384.0	90.8227358490566	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.5734207848053566	16.704864501953125	0.19009893460302163	0.8097204766454181	2.0	12.745035171508789	42.1458625793457	19.48975814013606	303.0	81.1831806930693	1.0
0.12238356505355057	38.45683288574219	0.06855157290314216	0.8938102182849195	2.0	35.40515899658203	73.65169525146484	48.96192849901336	1116.0	69.18410603290677	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.184200175554195	39.44384765625	0.06893714160466065	0.8951836145714811	2.0	42.74349594116211	71.34713745117188	48.61338455213924	1593.0	76.24452853598014	1.0
0.71125706399521	21.10313606262207	0.1339937466149142	0.8815269377331306	2.0	20.374637603759766	40.53200912475586	25.398094575069862	840.0	89.37423423423422	2.0
0.18656900801868687	39.909019470214844	0.05787520416200143	0.931215130050242	2.0	43.961368560791016	75.71129608154297	55.66454904090241	2391.0	68.51448101678345	1.0
0.622156586570533	27.762441635131836	0.1067274837654777	0.8469993834325723	2.0	25.93491554260254	87.53184509277344	33.18653346045205	1689.0	96.324973605692	1.0
0.8243973105385828	22.052968978881836	0.1250945276193462	0.892578249190481	2.0	19.330951690673828	43.598480224609375	26.868080679030346	1200.0	92.1597378768021	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.19080820467626597	36.0343132019043	0.0788732965203939	0.8705683886453669	2.0	38.67390060424805	68.92334747314453	43.690636202543644	1227.0	69.19072913229957	1.0
0.1283242920422404	54.770572662353516	0.04062780034981482	0.9600088776559093	2.0	69.9300765991211	97.0677719116211	76.91706355601364	4269.0	48.67159361471862	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.2588234963913211	39.938385009765625	0.07455739046670014	0.8783208173367014	2.0	33.285831451416016	82.36233520507812	45.81180245647921	1782.0	79.05504531085353	4.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.2801984437529807	36.89323425292969	0.0929594982039992	0.8559631171873557	2.0	35.47468185424805	69.84142303466797	37.70269825733706	1131.0	72.73812434141202	2.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.14889094047563556	37.776222229003906	0.06837343593590697	0.8850745123921777	2.0	37.90581512451172	77.84354400634766	49.57400604527481	1311.0	63.13003756139844	2.0
0.295550106175803	23.19908905029297	0.13642849769416396	0.8507054796094735	2.0	24.61922264099121	53.53841781616211	25.848594146130296	378.0	88.00099283520983	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.6755368349014422	22.20846939086914	0.12112432766839312	0.8845595570427502	2.0	21.295438766479492	52.752586364746094	28.00030720420627	1101.0	89.58278052223007	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.12044409207219219	59.19676208496094	0.04130753868115825	0.9470917615696859	2.0	60.36985778808594	97.52252197265625	76.68313818431162	4023.0	48.05522200772201	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.16230717600950242	39.679481506347656	0.05818511170175911	0.9177478060097458	2.0	45.98966979980469	79.29032135009766	56.180555278765304	2241.0	63.81753720508167	1.0
0.12204882584236967	63.884185791015625	0.05595559811737437	0.8148294757482888	2.0	47.24991989135742	153.51568603515625	65.79774070980118	2592.0	67.55147523709167	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.877472939562185	18.518186569213867	0.13380295805978773	0.9362309684450766	2.0	22.299373626708984	34.54185485839844	23.94818130747474	867.0	96.00602781399391	1.0
0.4942895270385351	38.351966857910156	0.0712142338276509	0.898159151549237	2.0	42.68968963623047	75.00724792480469	46.90305694485769	3747.0	92.05051339973302	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.45582582549348527	26.309446334838867	0.10067184974774077	0.8908357196223207	2.0	29.296791076660156	60.65369415283203	33.451499000792154	1236.0	84.09616304014712	1.0
0.1082089417023681	46.58700942993164	0.053119373899500076	0.9363902384062573	2.0	53.42845916748047	82.2099838256836	60.31306923210493	1848.0	59.16637352875859	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.08636788930744424	63.32194137573242	0.03947747693364598	0.9568219433406493	2.0	71.45036315917969	101.34681701660156	79.42198543229775	3357.0	43.116780422637845	2.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.17749833866562417	67.64535522460938	0.07347106831745978	0.7710782018680842	2.0	44.90056228637695	123.46548461914062	52.954939227954505	1899.0	77.76969029184038	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.8443045299166193	20.262056350708008	0.1288794974730332	0.9290694609890934	2.0	20.80876350402832	37.53327560424805	25.05470166920625	1005.0	98.17070611439841	1.0
0.655285475417177	22.421737670898438	0.11769523372373944	0.8765494619865623	2.0	22.56315803527832	56.544437408447266	29.079434156155642	1161.0	89.34946544980444	1.0
0.6153903824933028	24.608238220214844	0.11202930210987287	0.883267795923369	2.0	25.22677993774414	57.848236083984375	30.317768182520375	1200.0	87.83556981362662	2.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.4057938581724817	29.382732391357422	0.14273357495047445	0.7698742972099691	2.0	21.60154914855957	69.36835479736328	27.30079479712696	597.0	88.30522929936305	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.2908242437620631	33.9759407043457	0.10225809666424694	0.8283716533744487	2.0	23.12245750427246	85.90869903564453	35.4159031027552	936.0	77.39660606060606	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.1317641040909815	39.908302307128906	0.0879813494358505	0.8576959437282256	2.0	41.61991500854492	58.20104217529297	39.755505478085865	612.0	65.608974522293	2.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.6770962031494634	21.525983810424805	0.16493542341530068	0.8683095066453209	2.0	17.138992309570312	38.880794525146484	20.94752701170637	447.0	86.08486371379898	1.0
0.4483799060578043	28.133176803588867	0.10479064881140661	0.8062902924011993	2.0	20.999486923217773	90.50043487548828	35.506453393503655	1404.0	75.62971071149336	4.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.11314676624748894	44.85660171508789	0.05587973012612569	0.9045214375227557	2.0	52.535606384277344	98.31183624267578	59.35374007028739	1800.0	62.33897790671724	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.7259943060919233	25.127239227294922	0.09923613480680478	0.9270437392376728	2.0	27.86323356628418	47.10023880004883	32.61002930355194	1836.0	95.37825789036546	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.17857896686618693	49.64494323730469	0.0412969430712845	0.9445972617968473	2.0	66.00973510742188	97.43616485595703	76.9053702587963	5976.0	68.39686421508434	1.0
0.09832529161171712	64.57483673095703	0.03752385604491696	0.9597759945760501	2.0	74.34925079345703	103.00959777832031	83.29979069230028	4425.0	43.58097576766556	1.0
0.3587498352500141	29.0432071685791	0.08927840660657059	0.8797212734509615	2.0	31.01705551147461	63.18857955932617	38.197041796086005	1467.0	89.87906775210084	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.5211936800575271	27.45292854309082	0.16866752929869777	0.7722680847731184	2.0	12.767455101013184	60.56566619873047	23.03147138675698	462.0	92.57520231213873	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.40612652071301675	30.79937171936035	0.08288656101478109	0.9020510900889257	2.0	31.51863670349121	61.955787658691406	40.12416410968836	1920.0	85.69938037177694	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.3731092920428884	50.85287857055664	0.05148758625974259	0.885385584142205	2.0	41.31377029418945	109.56208801269531	65.80914912371637	7647.0	77.4809631783901	1.0
0.09656031961656193	74.97607421875	0.06544868280015512	0.749028839066289	2.0	36.561588287353516	151.38734436035156	61.19582654971184	1692.0	69.7527775142315	2.0
0.4254663147910402	26.373271942138672	0.0980628536230373	0.8958505554080071	2.0	24.26178741455078	53.66289138793945	34.149249248020055	1209.0	96.2729257776409	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.18697929359308044	48.209861755371094	0.05043604612910177	0.8958491206175798	2.0	46.9630126953125	110.52201080322266	66.3965249211281	3984.0	75.10406112702961	1.0
0.48877165748759277	35.858863830566406	0.07389217145952061	0.8647665098728504	2.0	41.31493377685547	77.97309875488281	46.94874237499455	3669.0	81.49976992434449	1.0
